model,mAP50,mAP50-95,precision,recall,mean_iou,fps,model_size_mb,deployment_efficiency,weights
YOLO11,0.6152742867187062,0.31831888487828747,0.6667918570271232,0.550603509402799,0.6433705357072308,99.91971451020149,54.34457492828369,0.585271522359273,gradio_deploy/models/best.pt
YOLOv8,0.5939484199828236,0.30751052224000397,0.6358142143108939,0.5504669185703956,0.6390601470913367,119.61550791140473,21.48801612854004,1.7117926143486448,runs/road_damage_yolo_compare/YOLOv8/weights/best.pt
